individual,mode,choice,ttme,invc,invt,gc,hinc,psize,mode_name,total_time,cost_per_income,party_adjusted_cost,gc_rel_min,time_rel_min,is_lowest_gc,is_fastest,gc_vs_mean,time_vs_mean
132,4,1,0.0,16.0,660.0,116.0,60.0,3.0,car,660.0,1.9333333011111118,38.666666666666664,8.0,453.0,0,0,0.7656765626027949,0.9727339705633987
133,1,0,69.0,108.0,196.0,129.0,60.0,1.0,air,265.0,2.149999964166667,129.0,0.0,0.0,1,1,0.8643216022491015,0.33985251639647
133,2,0,34.0,91.0,967.0,196.0,60.0,1.0,train,1001.0,3.2666666122222234,196.0,67.0,736.0,0,0,1.3132328220218907,1.2837447883504396
133,3,1,15.0,35.0,935.0,136.0,60.0,1.0,bus,950.0,2.2666666288888897,136.0,7.0,685.0,0,0,0.911222774464169,1.2183392097231944
133,4,0,0.0,38.0,903.0,136.0,60.0,1.0,car,903.0,2.2666666288888897,136.0,7.0,638.0,0,0,0.911222774464169,1.158063480400047
134,1,0,69.0,103.0,149.0,119.0,8.0,1.0,air,218.0,14.874998140625234,119.0,15.0,0.0,0,1,0.9558232854953953,0.3135562742703254
134,2,0,34.0,45.0,892.0,142.0,8.0,1.0,train,926.0,17.74999778125028,142.0,38.0,708.0,0,0,1.1405622398348414,1.3318949998822078
134,3,1,25.0,25.0,730.0,104.0,8.0,1.0,bus,755.0,12.999998375000205,104.0,0.0,537.0,1,0,0.8353413587522782,1.085940307679338
134,4,0,0.0,37.0,882.0,133.0,8.0,1.0,car,882.0,16.624997921875263,133.0,29.0,664.0,0,0,1.0682730837889713,1.2686084124148027
135,1,0,64.0,103.0,160.0,127.0,60.0,2.0,air,224.0,2.1166666313888896,63.5,0.0,0.0,1,1,0.7341040419993986,0.30424448175993957
135,2,0,44.0,89.0,987.0,239.0,60.0,2.0,train,1031.0,3.9833332669444457,119.5,112.0,807.0,0,0,1.3815028821878446,1.4003395566718648
135,3,0,53.0,44.0,977.0,192.0,60.0,2.0,bus,1030.0,3.1999999466666678,96.0,65.0,806.0,0,0,1.1098265831801932,1.3989813223782936
135,4,1,0.0,34.0,660.0,134.0,60.0,2.0,car,660.0,2.2333332961111116,67.0,7.0,436.0,0,0,0.7745664695111765,0.8964346337569649
136,1,0,64.0,114.0,161.0,138.0,12.0,2.0,air,225.0,11.499999041666747,69.0,10.0,0.0,0,1,0.7931034437177963,0.29088558462716796
136,2,0,44.0,60.0,1031.0,217.0,12.0,2.0,train,1075.0,18.083331826389017,108.5,89.0,850.0,0,0,1.247126429614216,1.3897866821075802
136,3,0,53.0,58.0,1021.0,213.0,12.0,2.0,bus,1074.0,17.749998520833458,106.5,85.0,849.0,0,0,1.2241379239992074,1.3884938572870151
136,4,1,0.0,19.0,720.0,128.0,12.0,2.0,car,720.0,10.666665777777853,64.0,0.0,495.0,1,0,0.7356321796802748,0.9308338708069375
137,1,0,69.0,107.0,150.0,123.0,45.0,1.0,air,219.0,2.7333332725925943,123.0,6.0,0.0,0,1,0.8571428511697362,0.3067226886460467
137,2,0,34.0,91.0,914.0,190.0,45.0,1.0,train,948.0,4.222222128395064,190.0,73.0,729.0,0,0,1.3240418026199179,1.3277310905774073
137,3,0,35.0,46.0,904.0,144.0,45.0,1.0,bus,939.0,3.1999999288888907,144.0,27.0,720.0,0,0,1.0034843135645692,1.3151260485782548
137,4,1,0.0,36.0,750.0,117.0,45.0,1.0,car,750.0,2.5999999422222237,117.0,0.0,531.0,1,0,0.8153310047712126,1.0504201665960502
138,1,0,69.0,118.0,137.0,132.0,50.0,1.0,air,206.0,2.639999947200001,132.0,0.0,0.0,1,1,0.8249999948437501,0.2883135055446977
138,2,0,34.0,96.0,904.0,194.0,50.0,1.0,train,938.0,3.879999922400002,194.0,62.0,732.0,0,0,1.2124999924218751,1.312806156315177
138,3,1,5.0,65.0,850.0,157.0,50.0,1.0,bus,855.0,3.1399999372000016,157.0,25.0,649.0,0,0,0.9812499938671876,1.1966410060228958
138,4,0,0.0,64.0,859.0,157.0,50.0,1.0,car,859.0,3.1399999372000016,157.0,25.0,653.0,0,0,0.9812499938671876,1.2022393265189093
139,1,0,69.0,102.0,101.0,113.0,26.0,1.0,air,170.0,4.346153678994089,113.0,0.0,0.0,1,1,0.8339483333287946,0.24781341071747318
139,2,0,34.0,87.0,870.0,182.0,26.0,1.0,train,904.0,6.9999997307692405,182.0,69.0,734.0,0,0,1.3431734218215985,1.3177842546387986
139,3,1,45.0,35.0,800.0,122.0,26.0,1.0,bus,845.0,4.6923075118343265,122.0,9.0,675.0,0,0,0.9003689970452473,1.2317784238603813
139,4,0,0.0,35.0,825.0,125.0,26.0,1.0,car,825.0,4.807692122781072,125.0,12.0,655.0,0,0,0.9225092182840648,1.2026239049524432
140,1,0,64.0,85.0,101.0,101.0,35.0,3.0,air,165.0,2.8857142032653087,33.666666666666664,0.0,0.0,1,1,0.6941580708305287,0.2546296292366827
140,2,0,44.0,73.0,870.0,205.0,35.0,3.0,train,914.0,5.857142689795924,68.33333333333333,104.0,749.0,0,0,1.40893469822038,1.410493824983806
140,3,0,53.0,42.0,860.0,173.0,35.0,3.0,bus,913.0,4.942857001632658,57.666666666666664,72.0,748.0,0,0,1.189003428254272,1.408950615109644
140,4,1,0.0,12.0,600.0,103.0,35.0,3.0,car,600.0,2.942857058775513,34.333333333333336,2.0,435.0,0,0,0.7079037752034105,0.9259259244970279
141,1,0,69.0,107.0,158.0,125.0,12.0,1.0,air,227.0,10.416665798611184,125.0,0.0,0.0,1,1,0.8912655907931152,0.3213021934588787
141,2,1,30.0,61.0,780.0,146.0,12.0,1.0,train,810.0,12.166665652777864,146.0,21.0,583.0,0,0,1.0409982100463586,1.1464968136638403
141,3,0,35.0,45.0,901.0,143.0,12.0,1.0,bus,936.0,11.916665673611195,143.0,18.0,709.0,0,0,1.0196078358673237,1.3248407624559932
141,4,0,0.0,54.0,853.0,147.0,12.0,1.0,car,853.0,12.249998979166753,147.0,22.0,626.0,0,0,1.0481283347727035,1.2073602247595752
142,1,0,69.0,113.0,244.0,140.0,15.0,1.0,air,313.0,9.333332711111153,140.0,0.0,0.0,1,1,0.9572649507195559,0.41957104501397985
142,2,1,30.0,67.0,845.0,158.0,15.0,1.0,train,875.0,10.533332631111158,158.0,18.0,562.0,0,0,1.0803418729549275,1.172922250438442
142,3,0,35.0,49.0,893.0,146.0,15.0,1.0,bus,928.0,9.733332684444488,146.0,6.0,615.0,0,0,0.9982905914646797,1.2439678267507133
142,4,0,0.0,47.0,868.0,141.0,15.0,1.0,car,868.0,9.399999373333376,141.0,1.0,555.0,0,0,0.9641025575104099,1.1635388724349345
143,1,0,64.0,84.0,215.0,117.0,12.0,4.0,air,279.0,9.749999187500068,29.25,0.0,0.0,1,1,0.7416798685155,0.34842335267134145
143,2,1,99.0,37.0,885.0,171.0,12.0,4.0,train,984.0,14.2499988125001,42.75,54.0,705.0,0,0,1.0839936539841923,1.2288479535075267
143,3,0,53.0,46.0,966.0,193.0,12.0,4.0,bus,1019.0,16.08333199305567,48.25,76.0,740.0,0,0,1.2234548258418079,1.272556976244075
143,4,0,0.0,10.0,921.0,150.0,12.0,4.0,car,921.0,12.499998958333421,37.5,33.0,642.0,0,0,0.9508716263019231,1.15017171258174
144,1,0,64.0,94.0,163.0,119.0,35.0,3.0,air,227.0,3.3999999028571457,39.666666666666664,0.0,0.0,1,1,0.7507886387962862,0.32039520067692984
144,2,1,25.0,68.0,755.0,183.0,35.0,3.0,train,780.0,5.2285712791836785,61.0,64.0,553.0,0,0,1.1545741252077342,1.1009174296387898
144,3,0,53.0,47.0,895.0,183.0,35.0,3.0,bus,948.0,5.2285712791836785,61.0,64.0,721.0,0,0,1.1545741252077342,1.33803810679176
144,4,0,0.0,16.0,879.0,149.0,35.0,3.0,car,879.0,4.257142735510208,49.666666666666664,30.0,652.0,0,0,0.9400630855516525,1.24064925724679
145,1,0,69.0,112.0,161.0,129.0,26.0,1.0,air,230.0,4.961538270710066,129.0,21.0,0.0,0,1,0.9980657563012321,0.3279857392827298
145,2,1,15.0,21.0,797.0,108.0,26.0,1.0,train,812.0,4.153845994082846,108.0,0.0,582.0,1,0,0.8355899355080082,1.1579322621633765
145,3,0,35.0,45.0,876.0,140.0,26.0,1.0,bus,911.0,5.3846151775148,140.0,32.0,681.0,0,0,1.083172138621492,1.2991087325502906
145,4,0,0.0,47.0,852.0,140.0,26.0,1.0,car,852.0,5.3846151775148,140.0,32.0,622.0,0,0,1.083172138621492,1.2149732602995034
146,1,0,69.0,103.0,166.0,121.0,6.0,1.0,air,235.0,20.166663305556114,121.0,12.0,0.0,0,1,0.9777777698765433,0.3290164503618951
146,2,1,45.0,20.0,820.0,109.0,6.0,1.0,train,865.0,18.166663638889393,109.0,0.0,630.0,1,0,0.8808080736904398,1.2110605513320818
146,3,0,35.0,43.0,836.0,134.0,6.0,1.0,bus,871.0,22.33332961111173,134.0,25.0,636.0,0,0,1.0828282740781554,1.2194609713413218
146,4,0,0.0,35.0,886.0,131.0,6.0,1.0,car,886.0,21.83332969444505,131.0,22.0,651.0,0,0,1.0585858500316294,1.2404620213644213
147,1,0,69.0,107.0,152.0,124.0,4.0,1.0,air,221.0,30.999992250001938,124.0,9.0,0.0,0,1,0.9556840003415491,0.31936416138820206
147,2,1,30.0,33.0,755.0,115.0,4.0,1.0,train,785.0,28.749992812501795,115.0,0.0,564.0,1,0,0.8863198390264367,1.1343930619445186
147,3,0,35.0,44.0,882.0,140.0,4.0,1.0,bus,917.0,34.99999125000219,140.0,25.0,696.0,0,0,1.078998064901749,1.3251445067555716
147,4,0,0.0,48.0,845.0,140.0,4.0,1.0,car,845.0,34.99999125000219,140.0,25.0,624.0,0,0,1.078998064901749,1.2210982641313608
148,1,0,64.0,103.0,164.0,128.0,40.0,2.0,air,228.0,3.199999920000002,64.0,0.0,0.0,1,1,0.8284789590389712,0.3206751050342122
148,2,1,10.0,41.0,730.0,152.0,40.0,2.0,train,740.0,3.7999999050000026,76.0,24.0,512.0,0,0,0.9838187638587782,1.0407876216022678
148,3,0,53.0,43.0,925.0,183.0,40.0,2.0,bus,978.0,4.574999885625003,91.5,55.0,750.0,0,0,1.184466011751029,1.3755274242256998
148,4,0,0.0,19.0,898.0,155.0,40.0,2.0,car,898.0,3.8749999031250026,77.5,27.0,670.0,0,0,1.0032362394612542,1.2630098435119412
149,1,0,64.0,143.0,166.0,168.0,40.0,1.0,air,230.0,4.199999895000003,168.0,0.0,0.0,1,1,0.8727272681936246,0.31452991409978814
149,2,1,10.0,83.0,825.0,208.0,40.0,1.0,train,835.0,5.199999870000004,208.0,40.0,605.0,0,0,1.0805194749063924,1.141880340318796
149,3,0,53.0,70.0,896.0,206.0,40.0,1.0,bus,949.0,5.149999871250004,206.0,38.0,719.0,0,0,1.070129864570754,1.297777776003039
149,4,0,0.0,50.0,911.0,188.0,40.0,1.0,car,911.0,4.699999882500003,188.0,20.0,681.0,0,0,0.9766233715500084,1.2458119641082914
150,1,1,45.0,94.0,270.0,123.0,60.0,1.0,air,315.0,2.049999965833334,123.0,0.0,0.0,1,1,0.8186356018726416,0.4093567246142213
150,2,0,34.0,91.0,916.0,190.0,60.0,1.0,train,950.0,3.1666666138888897,190.0,67.0,635.0,0,0,1.2645590598032674,1.2345678996301912
150,3,0,35.0,46.0,906.0,144.0,60.0,1.0,bus,941.0,2.3999999600000006,144.0,21.0,626.0,0,0,0.9584026558508975,1.222871993212642
150,4,0,0.0,49.0,872.0,144.0,60.0,1.0,car,872.0,2.3999999600000006,144.0,21.0,557.0,0,0,0.9584026558508975,1.133203377344765
151,1,1,45.0,138.0,115.0,150.0,4.0,1.0,air,160.0,37.49999062500234,150.0,7.0,0.0,0,1,0.996677734241344,0.22322985668192555
151,2,0,34.0,60.0,880.0,156.0,4.0,1.0,train,914.0,38.99999025000243,156.0,13.0,754.0,0,0,1.0365448436109976,1.2752005562954998
151,3,0,35.0,58.0,870.0,153.0,4.0,1.0,bus,905.0,38.24999043750239,153.0,10.0,745.0,0,0,1.016611288926171,1.2626438768571415
151,4,0,0.0,47.0,888.0,143.0,4.0,1.0,car,888.0,35.74999106250223,143.0,0.0,728.0,1,0,0.9501661066434146,1.2389257045846869
152,1,1,60.0,102.0,250.0,129.0,50.0,1.0,air,310.0,2.579999948400001,129.0,0.0,0.0,1,1,0.7736131887639389,0.3758714757491707
152,2,0,34.0,112.0,997.0,220.0,50.0,1.0,train,1031.0,4.399999912000002,220.0,91.0,721.0,0,0,1.3193403219229967,1.2500757790238548
152,3,0,35.0,67.0,952.0,170.0,50.0,1.0,bus,987.0,3.3999999320000014,170.0,41.0,677.0,0,0,1.0194902487586792,1.1967262792401014
152,4,0,0.0,43.0,971.0,148.0,50.0,1.0,car,971.0,2.9599999408000013,148.0,19.0,661.0,0,0,0.8875562165663795,1.1773264611369185
153,1,1,60.0,151.0,255.0,190.0,60.0,2.0,air,315.0,3.1666666138888897,95.0,24.0,0.0,0,1,0.9781209730856063,0.38852913920625454
153,2,0,44.0,91.0,941.0,234.0,60.0,2.0,train,985.0,3.899999935000001,117.0,68.0,670.0,0,0,1.2046331984317467,1.2149244511687642
153,3,0,53.0,46.0,931.0,187.0,60.0,2.0,bus,984.0,3.1166666147222233,93.5,21.0,669.0,0,0,0.9626769577210967,1.2136910253300142
153,4,0,0.0,21.0,959.0,166.0,60.0,2.0,car,959.0,2.7666666205555566,83.0,0.0,644.0,1,0,0.8545688501695298,1.1828553793612637
154,1,1,60.0,111.0,205.0,133.0,70.0,1.0,air,265.0,1.8999999728571433,133.0,0.0,0.0,1,1,0.8650406447802235,0.3587140435076629
154,2,0,34.0,97.0,888.0,193.0,70.0,1.0,train,922.0,2.7571428177551027,193.0,60.0,657.0,0,0,1.255284544681076,1.248054143826661
154,3,0,35.0,52.0,878.0,147.0,70.0,1.0,bus,913.0,2.0999999700000007,147.0,14.0,648.0,0,0,0.9560975547570891,1.2358714027264008
154,4,0,0.0,49.0,855.0,142.0,70.0,1.0,car,855.0,2.0285713995918373,142.0,9.0,590.0,0,0,0.9235772297653514,1.1573604045247237
155,1,1,60.0,70.0,95.0,93.0,40.0,2.0,air,155.0,2.3249999418750016,46.5,35.0,0.0,0,1,1.155279488754292,0.45857988030005953
155,2,0,44.0,31.0,360.0,85.0,40.0,2.0,train,404.0,2.1249999468750014,42.5,27.0,249.0,0,0,1.0559006080012348,1.1952662686530584
155,3,0,53.0,25.0,405.0,86.0,40.0,2.0,bus,458.0,2.1499999462500017,43.0,28.0,303.0,0,0,1.068322968095367,1.3550295817898532
155,4,0,0.0,7.0,335.0,58.0,40.0,2.0,car,335.0,1.449999963750001,29.0,0.0,180.0,1,0,0.7204968854596661,0.9911242574227093
156,1,1,45.0,74.0,70.0,85.0,35.0,3.0,air,115.0,2.4285713591836755,28.333333333333332,33.0,0.0,0,1,1.1333333182222225,0.3554868613431627
156,2,0,44.0,26.0,361.0,81.0,35.0,3.0,train,405.0,2.3142856481632674,27.0,29.0,290.0,0,0,1.0799999856000002,1.25193198994766
156,3,0,53.0,21.0,406.0,82.0,35.0,3.0,bus,459.0,2.3428570759183693,27.333333333333332,30.0,344.0,0,0,1.0933333187555558,1.4188562552740147
156,4,0,0.0,4.0,315.0,52.0,35.0,3.0,car,315.0,1.4857142432653074,17.333333333333332,0.0,200.0,1,0,0.693333324088889,0.9737248810704022
157,1,1,75.0,165.0,180.0,192.0,60.0,2.0,air,255.0,3.1999999466666678,96.0,22.0,0.0,0,1,0.9599999952,0.31994981139278567
157,2,0,44.0,98.0,967.0,245.0,60.0,2.0,train,1011.0,4.083333265277779,122.5,75.0,756.0,0,0,1.224999993875,1.2685068992866915
157,3,0,53.0,53.0,922.0,193.0,60.0,2.0,bus,975.0,3.2166666130555566,96.5,23.0,720.0,0,0,0.964999995175,1.2233375141488865
157,4,0,0.0,26.0,947.0,170.0,60.0,2.0,car,947.0,2.8333332861111122,85.0,0.0,692.0,1,0,0.8499999957500001,1.188205770152816
158,1,1,30.0,93.0,175.0,112.0,60.0,1.0,air,205.0,1.8666666355555561,112.0,0.0,0.0,1,1,0.6989079519568927,0.24916438742125263
158,2,0,34.0,96.0,1030.0,208.0,60.0,1.0,train,1064.0,3.46666660888889,208.0,96.0,859.0,0,0,1.2979719107770864,1.2932239425181113
158,3,0,35.0,51.0,1020.0,162.0,60.0,1.0,bus,1055.0,2.699999955000001,162.0,50.0,850.0,0,0,1.0109204305090769,1.2822850181923002
158,4,0,0.0,54.0,967.0,159.0,60.0,1.0,car,967.0,2.649999955833334,159.0,47.0,762.0,0,0,0.9921996817959459,1.1753266470065917
159,1,1,90.0,71.0,115.0,89.0,50.0,2.0,air,205.0,1.7799999644000009,44.5,32.0,0.0,0,1,1.0953846019029587,0.56590752086706
159,2,0,44.0,31.0,385.0,89.0,50.0,2.0,train,429.0,1.7799999644000009,44.5,32.0,224.0,0,0,1.0953846019029587,1.1842650070827743
159,3,0,53.0,25.0,430.0,90.0,50.0,2.0,bus,483.0,1.7999999640000008,45.0,33.0,278.0,0,0,1.1076922940591718,1.333333329652634
159,4,0,0.0,7.0,332.0,57.0,50.0,2.0,car,332.0,1.1399999772000005,28.5,0.0,127.0,1,0,0.7015384529041422,0.9164941313554338
160,1,1,45.0,75.0,75.0,96.0,40.0,3.0,air,120.0,2.3999999400000016,32.0,47.0,0.0,0,1,1.1327433494661552,0.3455723532164943
160,2,0,44.0,33.0,418.0,96.0,40.0,3.0,train,462.0,2.3999999400000016,32.0,47.0,342.0,0,0,1.1327433494661552,1.330453559883503
160,3,0,53.0,28.0,463.0,98.0,40.0,3.0,bus,516.0,2.4499999387500018,32.666666666666664,49.0,396.0,0,0,1.1563421692467002,1.4859611188309254
160,4,0,0.0,5.0,291.0,49.0,40.0,3.0,car,291.0,1.2249999693750009,16.333333333333332,0.0,171.0,1,0,0.5781710846233501,0.8380129565499987
161,1,1,60.0,81.0,70.0,89.0,60.0,1.0,air,130.0,1.4833333086111116,89.0,43.0,0.0,0,1,1.3088235101643602,0.42173560284919515
161,2,0,34.0,32.0,341.0,69.0,60.0,1.0,train,375.0,1.1499999808333337,69.0,23.0,245.0,0,0,1.014705867430796,1.216545008218832
161,3,0,35.0,26.0,386.0,68.0,60.0,1.0,bus,421.0,1.1333333144444449,68.0,22.0,291.0,0,0,0.9999999852941179,1.365774529227009
161,4,0,0.0,13.0,307.0,46.0,60.0,1.0,car,307.0,0.7666666538888891,46.0,0.0,177.0,1,0,0.6764705782871974,0.9959448467284839
162,1,1,75.0,94.0,95.0,104.0,20.0,1.0,air,170.0,5.199999740000012,104.0,56.0,0.0,0,1,1.4006733818091128,0.5105105089774459
162,2,0,34.0,33.0,367.0,73.0,20.0,1.0,train,401.0,3.649999817500009,73.0,25.0,231.0,0,0,0.9831649699237042,1.2042042005879754
162,3,0,35.0,27.0,412.0,72.0,20.0,1.0,bus,447.0,3.5999998200000087,72.0,24.0,277.0,0,0,0.9696969566370781,1.3423423383112842
162,4,0,0.0,14.0,314.0,48.0,20.0,1.0,car,314.0,2.399999880000006,48.0,0.0,144.0,1,0,0.6464646377580521,0.9429429401112824
163,1,0,64.0,70.0,158.0,93.0,50.0,3.0,air,222.0,1.8599999628000008,31.0,11.0,0.0,0,1,0.7366336575316146,0.3796494221810185
163,2,0,44.0,61.0,778.0,179.0,50.0,3.0,train,822.0,3.5799999284000017,59.666666666666664,97.0,600.0,0,0,1.4178217709479464,1.4057289415891767
163,3,0,53.0,34.0,772.0,151.0,50.0,3.0,bus,825.0,3.0199999396000012,50.333333333333336,69.0,603.0,0,0,1.1960395944868152,1.4108593391862174
163,4,1,0.0,11.0,470.0,82.0,50.0,3.0,car,470.0,1.6399999672000007,27.333333333333332,0.0,248.0,1,0,0.6495049453504559,0.8037622902030572
164,1,0,64.0,65.0,145.0,87.0,70.0,4.0,air,209.0,1.242857125102041,21.75,0.0,0.0,1,1,0.7388534969099491,0.3786231877198855
164,2,0,44.0,54.0,674.0,156.0,70.0,4.0,train,718.0,2.2285713967346945,39.0,69.0,509.0,0,0,1.3248407530799087,1.3007246353247741
164,3,0,53.0,33.0,668.0,135.0,70.0,4.0,bus,721.0,1.9285714010204087,33.75,48.0,512.0,0,0,1.146496805549921,1.3061594179236242
164,4,1,0.0,8.0,560.0,93.0,70.0,4.0,car,560.0,1.328571409591837,23.25,6.0,351.0,0,0,0.7898089104899456,1.0144927517853393
165,1,0,64.0,71.0,133.0,91.0,50.0,3.0,air,197.0,1.8199999636000008,30.333333333333332,6.0,0.0,0,1,0.7999999929670331,0.38476562424850463
165,2,0,44.0,59.0,625.0,153.0,50.0,3.0,train,669.0,3.059999938800001,51.0,68.0,472.0,0,0,1.3450549332302864,1.3066406224479676
165,3,0,53.0,32.0,619.0,126.0,50.0,3.0,bus,672.0,2.519999949600001,42.0,41.0,475.0,0,0,1.1076922979543535,1.3124999974365235
165,4,1,0.0,8.0,510.0,85.0,50.0,3.0,car,510.0,1.6999999660000007,28.333333333333332,0.0,313.0,1,0,0.7472527406834925,0.9960937480545045
166,1,0,69.0,81.0,139.0,96.0,26.0,1.0,air,208.0,3.692307550295863,96.0,0.0,0.0,1,1,0.857142849489796,0.3670048515800532
166,2,0,34.0,71.0,698.0,147.0,26.0,1.0,train,732.0,5.653845936390541,147.0,51.0,524.0,0,0,1.31249998828125,1.291574766137495
166,3,0,35.0,32.0,692.0,107.0,26.0,1.0,bus,727.0,4.115384457100598,107.0,11.0,519.0,0,0,0.9553571343271685,1.282752534128359
166,4,1,0.0,33.0,600.0,98.0,26.0,1.0,car,600.0,3.7692306242603606,98.0,2.0,392.0,0,0,0.8749999921875001,1.0586678410963073
167,1,0,64.0,65.0,154.0,89.0,45.0,4.0,air,218.0,1.9777777338271616,22.25,0.0,0.0,1,1,0.7893569774779869,0.41802492729046037
167,2,0,44.0,53.0,621.0,147.0,45.0,4.0,train,665.0,3.266666594074076,36.75,58.0,447.0,0,0,1.3037693897670122,1.275167782789707
167,3,0,53.0,32.0,615.0,125.0,45.0,4.0,bus,668.0,2.777777716049384,31.25,36.0,450.0,0,0,1.1086474402780715,1.280920419403796
167,4,1,0.0,9.0,535.0,90.0,45.0,4.0,car,535.0,1.9999999555555568,22.5,1.0,317.0,0,0,0.7982261570002115,1.0258868628458546
168,1,0,64.0,58.0,148.0,80.0,45.0,6.0,air,212.0,1.777777738271606,13.333333333333334,4.0,0.0,0,1,0.7441860395889671,0.41065375223117917
168,2,0,44.0,48.0,646.0,145.0,45.0,6.0,train,690.0,3.2222221506172857,24.166666666666668,69.0,478.0,0,0,1.3488371967550028,1.3365617407524228
168,3,0,53.0,32.0,640.0,129.0,45.0,6.0,bus,693.0,2.8666666029629644,21.5,53.0,481.0,0,0,1.1999999888372095,1.342372878755694
168,4,1,0.0,5.0,470.0,76.0,45.0,6.0,car,470.0,1.6888888513580256,12.666666666666666,0.0,258.0,1,0,0.7069767376095187,0.9104116205125199
169,1,0,69.0,81.0,95.0,91.0,30.0,1.0,air,164.0,3.0333332322222253,91.0,13.0,0.0,0,1,0.9077306642620383,0.34764175866954583
169,2,0,34.0,70.0,610.0,136.0,30.0,1.0,train,644.0,4.533333182222227,136.0,58.0,480.0,0,0,1.3566084652707386,1.365129832824314
169,3,0,35.0,31.0,604.0,96.0,30.0,1.0,bus,639.0,3.1999998933333367,96.0,18.0,475.0,0,0,0.9576059754852272,1.3545309987185352
169,4,1,0.0,30.0,440.0,78.0,30.0,1.0,car,440.0,2.599999913333336,78.0,0.0,276.0,1,0,0.7780548550817471,0.9326974013085376
170,1,0,64.0,71.0,145.0,93.0,40.0,3.0,air,209.0,2.3249999418750016,31.0,0.0,0.0,1,1,0.770186329025372,0.37896645443523763
170,2,0,44.0,59.0,658.0,159.0,40.0,3.0,train,702.0,3.9749999006250025,53.0,66.0,493.0,0,0,1.3167701754304748,1.2728921101126163
170,3,0,53.0,32.0,652.0,131.0,40.0,3.0,bus,705.0,3.2749999181250025,43.666666666666664,38.0,496.0,0,0,1.0848861193798252,1.2783318199848925
170,4,1,0.0,10.0,590.0,100.0,40.0,3.0,car,590.0,2.499999937500002,33.333333333333336,7.0,381.0,0,0,0.8281573430380345,1.0698096082143072
171,1,0,64.0,82.0,159.0,106.0,50.0,2.0,air,223.0,2.119999957600001,53.0,19.0,0.0,0,1,0.8045540735897224,0.3821765203390291
171,2,0,44.0,71.0,765.0,187.0,50.0,2.0,train,809.0,3.7399999252000016,93.5,100.0,586.0,0,0,1.4193548279365857,1.386461008763563
171,3,0,53.0,32.0,759.0,147.0,50.0,2.0,bus,812.0,2.9399999412000013,73.5,60.0,589.0,0,0,1.1157495171480112,1.3916023969295588
171,4,1,0.0,13.0,490.0,87.0,50.0,2.0,car,490.0,1.7399999652000009,43.5,0.0,267.0,1,0,0.6603415509651496,0.8397600671126648
172,1,0,69.0,61.0,73.0,69.0,35.0,1.0,air,142.0,1.9714285151020425,69.0,21.0,0.0,0,1,1.154811696153779,0.5085049220823459
172,2,0,34.0,33.0,350.0,71.0,35.0,1.0,train,384.0,2.0285713706122466,71.0,23.0,242.0,0,0,1.1882844989408452,1.3751119019691607
172,3,1,50.0,26.0,227.0,51.0,35.0,1.0,bus,277.0,1.4571428155102053,51.0,3.0,135.0,0,0,0.8535564710701846,0.9919427001183789
172,4,0,0.0,14.0,314.0,48.0,35.0,1.0,car,314.0,1.3714285322448991,48.0,0.0,172.0,1,0,0.8033472668895856,1.1244404615060324
173,1,0,69.0,60.0,133.0,74.0,34.0,1.0,air,202.0,2.1764705242214553,74.0,27.0,0.0,0,1,1.198380547394647,0.6521388195249755
173,2,0,34.0,31.0,397.0,74.0,34.0,1.0,train,431.0,2.1764705242214553,74.0,27.0,229.0,0,0,1.198380547394647,1.3914447089864577
173,3,1,15.0,21.0,240.0,47.0,34.0,1.0,bus,255.0,1.3823529005190325,47.0,0.0,53.0,1,0,0.7611335909128164,0.8232445494003404
173,4,0,0.0,14.0,351.0,52.0,34.0,1.0,car,351.0,1.529411719723185,52.0,5.0,149.0,0,0,0.8421052495205628,1.1331719091745862
174,1,0,64.0,81.0,129.0,101.0,8.0,2.0,air,193.0,12.624998421875198,50.5,0.0,0.0,1,1,0.8840262504680416,0.37079730956619156
174,2,0,44.0,35.0,677.0,138.0,8.0,2.0,train,721.0,17.249997843750272,69.0,37.0,528.0,0,0,1.2078774511345518,1.385206529519296
174,3,1,15.0,31.0,565.0,117.0,8.0,2.0,bus,580.0,14.62499817187523,58.5,16.0,387.0,0,0,1.0240700129184244,1.114313158281819
174,4,0,0.0,12.0,588.0,101.0,8.0,2.0,car,588.0,12.624998421875198,50.5,0.0,395.0,1,0,0.8840262504680416,1.1296829949477751
175,1,0,69.0,59.0,117.0,72.0,30.0,1.0,air,186.0,2.3999999200000026,72.0,35.0,6.0,0,0,1.11627905246079,0.5839874392967427
175,2,0,34.0,32.0,397.0,75.0,30.0,1.0,train,431.0,2.4999999166666695,75.0,38.0,251.0,0,0,1.1627906796466563,1.3532182061123448
175,3,0,35.0,26.0,442.0,74.0,30.0,1.0,bus,477.0,2.466666584444447,74.0,37.0,297.0,0,0,1.1472868039180342,1.4976452072287434
175,4,1,0.0,17.0,180.0,37.0,30.0,1.0,car,180.0,1.2333332922222235,37.0,0.0,0.0,1,1,0.5736434019590171,0.5651491348032994
176,1,0,69.0,111.0,276.0,141.0,32.0,1.0,air,345.0,4.406249862304692,141.0,13.0,0.0,0,1,0.8995215253619041,0.4151624543740524
176,2,0,34.0,93.0,1047.0,207.0,32.0,1.0,train,1081.0,6.46874979785157,207.0,79.0,736.0,0,0,1.3205741542547103,1.3008423570386975
